id,reason_text,cognitive_function,signal_strength,function_group
175,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Dalam banyak situasi, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
176,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Sering kali, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
177,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Karena itu, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,medium,Perceiving
178,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Di sisi lain, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
179,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Di sisi lain, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,low,Perceiving
180,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Karena itu, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
181,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Karena itu, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,high,Perceiving
182,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Di sisi lain, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
183,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Dalam banyak situasi, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,high,Perceiving
184,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Di sisi lain, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,high,Perceiving
185,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Dalam banyak situasi, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,high,Perceiving
186,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Selain itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
187,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Selain itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,low,Perceiving
188,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Di sisi lain, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,medium,Perceiving
189,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Selain itu, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,high,Perceiving
190,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Selain itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
191,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Dalam banyak situasi, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
192,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Dalam banyak situasi, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,high,Perceiving
193,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Selain itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,low,Perceiving
194,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Dalam banyak situasi, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,low,Perceiving
195,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Dalam banyak situasi, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,medium,Perceiving
196,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Karena itu, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,high,Perceiving
197,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Dalam banyak situasi, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
198,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Di sisi lain, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,high,Perceiving
199,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Di sisi lain, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,medium,Perceiving
200,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Sering kali, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
201,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Selain itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,low,Perceiving
202,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Sering kali, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
203,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Dalam banyak situasi, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
204,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Karena itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,low,Perceiving
205,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Sering kali, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,high,Perceiving
206,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Karena itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
207,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Selain itu, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,high,Perceiving
208,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Karena itu, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
209,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Karena itu, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,high,Perceiving
210,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Selain itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
211,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Karena itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
212,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Selain itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,low,Perceiving
213,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Selain itu, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
214,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Karena itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
215,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Di sisi lain, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
216,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Di sisi lain, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
217,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Karena itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
218,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Karena itu, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,high,Perceiving
219,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Karena itu, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,high,Perceiving
220,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Selain itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
221,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Selain itu, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,medium,Perceiving
222,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Sering kali, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
223,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Di sisi lain, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,medium,Perceiving
224,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Selain itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
225,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Karena itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
226,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Selain itu, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
227,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Dalam banyak situasi, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
228,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Selain itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
229,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Sering kali, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
230,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Di sisi lain, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,high,Perceiving
231,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Sering kali, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,low,Perceiving
232,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Sering kali, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,high,Perceiving
233,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Di sisi lain, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,medium,Perceiving
234,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Selain itu, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,low,Perceiving
235,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Di sisi lain, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,low,Perceiving
236,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Sering kali, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,medium,Perceiving
237,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Dalam banyak situasi, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,high,Perceiving
238,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Dalam banyak situasi, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,medium,Perceiving
239,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Sering kali, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
240,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Sering kali, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
241,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Di sisi lain, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
242,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Karena itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
243,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Selain itu, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,high,Perceiving
244,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Sering kali, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
245,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Karena itu, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,high,Perceiving
246,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Di sisi lain, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,low,Perceiving
247,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Dalam banyak situasi, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,medium,Perceiving
248,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Sering kali, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,medium,Perceiving
249,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Dalam banyak situasi, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
250,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Karena itu, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,high,Perceiving
251,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Dalam banyak situasi, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,low,Perceiving
252,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Karena itu, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,low,Perceiving
253,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Dalam banyak situasi, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,low,Perceiving
254,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Sering kali, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
255,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Karena itu, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,medium,Perceiving
256,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Selain itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
257,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Di sisi lain, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
258,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Dalam banyak situasi, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,medium,Perceiving
259,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Dalam banyak situasi, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
260,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Selain itu, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,medium,Perceiving
261,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Selain itu, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,high,Perceiving
262,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Karena itu, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,high,Perceiving
263,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Di sisi lain, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
264,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Sering kali, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,high,Perceiving
265,"Aku sering memikirkan kemungkinan masa depan secara mendalam. Di sisi lain, pola tersembunyi dan makna abstrak selalu menarik perhatianku.",Ni,low,Perceiving
266,"Pola tersembunyi dan makna abstrak selalu menarik perhatianku. Karena itu, aku sering memikirkan kemungkinan masa depan secara mendalam.",Ni,low,Perceiving
267,"Aku cenderung fokus pada visi jangka panjang dibanding detail kecil. Karena itu, aku cenderung fokus pada visi jangka panjang dibanding detail kecil.",Ni,medium,Perceiving
