sample_id,text,function,stance,label,family_id,split,source,generator_version,source_sample_id,source_family_id,source_split
v2:SYN14441,dalam keseharian saya tidak terbiasa mendalami satu gagasan berulang kali sampai maknanya jelas ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-10,test,synthetic,synthetic-cognitive-v2,SYN14441,Ni-08,train
v1:SYN02180,dalam keseharian saya cenderung mempertimbangkan perasaan kelompok sebelum mengambil keputusan bersama dalam kegiatan sehari hari.,Fe,support,Fe:support,Fe-00,train,synthetic,synthetic-cognitive-v1,SYN02180,Fe-00,train
v1:SYN03899,kalau ditanya aku cenderung mempertahankan batas pribadi karena itu sesuai dengan nuraniku dalam kegiatan komunitas.,Fi,support,Fi:support,Fi-07,train,synthetic,synthetic-cognitive-v1,SYN03899,Fi-07,train
v1:SYN01593,"aku kadang menguji apakah kesimpulan benar benar mengikuti premisnya saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-05,train,synthetic,synthetic-cognitive-v1,SYN01593,Ti-05,train
v2:SYN15662,"aku kadang memeriksa apakah kesimpulan benar benar mengikuti premisnya saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-05,train,synthetic,synthetic-cognitive-v2,SYN15662,Ti-10,train
v1:SYN01267,saya cenderung mencari pertentangan antarargumen sebelum menyimpulkan sesuatu ketika mengerjakan tugas.,Ti,support,Ti:support,Ti-02,train,synthetic,synthetic-cognitive-v1,SYN01267,Ti-02,train
v2:SYN13855,"aku kadang memeriksa apa yang sungguh penting sebelum berkomitmen ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-02,train,synthetic,synthetic-cognitive-v2,SYN13855,Fi-04,validation
v2:SYN03075,biasanya aku tidak terbiasa membayangkan banyak cara berbeda untuk menyelesaikan sesuatu dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-02,train,synthetic,synthetic-cognitive-v2,SYN03075,Ne-03,train
v1:SYN07477,saya cenderung menangani masalah di tempat dengan memperhatikan benda dan keadaan sekitar ketika mengerjakan tugas.,Se,support,Se:support,Se-11,test,synthetic,synthetic-cognitive-v1,SYN07477,Se-11,test
v2:SYN10928,biasanya aku cenderung mencari inti persoalan di balik permukaan yang terlihat rumit ketika berdiskusi dalam kelompok.,Ni,support,Ni:support,Ni-08,validation,synthetic,synthetic-cognitive-v2,SYN10928,Ni-13,train
v2:SYN02754,"saya kadang membayangkan ke arah mana suatu situasi akan berkembang ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-03,train,synthetic,synthetic-cognitive-v2,SYN02754,Ni-01,train
v2:SYN12672,"biasanya aku kadang mengaitkan pengalaman masa lalu dengan arah yang akan datang saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-07,train,synthetic,synthetic-cognitive-v2,SYN12672,Ni-12,train
v1:SYN04571,"saya kadang membayangkan beberapa cara berbeda untuk mengubah keadaan dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-02,train,synthetic,synthetic-cognitive-v1,SYN04571,Ne-02,train
v2:SYN00769,"biasanya aku kadang mendorong penyelesaian tugas dengan cara yang paling efisien dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-01,train,synthetic,synthetic-cognitive-v2,SYN00769,Te-13,validation
v1:SYN05166,aku tidak terbiasa mengembangkan beberapa skenario alternatif dari sebuah informasi saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-09,validation,synthetic,synthetic-cognitive-v1,SYN05166,Ne-09,validation
v2:SYN08972,kalau ditanya aku tidak terbiasa membiarkan pilihan tetap terbuka demi menemukan ide tak terduga ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-07,train,synthetic,synthetic-cognitive-v2,SYN08972,Ne-08,train
v2:SYN09085,"aku kadang peka terhadap perubahan suasana hati orang orang di sekitar saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-03,train,synthetic,synthetic-cognitive-v2,SYN09085,Fe-12,test
v1:SYN08559,saya cenderung meninjau cara yang sudah kukenal sebelum menyesuaikannya dengan keadaan baru saat kuliah.,Si,support,Si:support,Si-11,test,synthetic,synthetic-cognitive-v1,SYN08559,Si-11,test
v1:SYN05320,saya cenderung memunculkan pilihan tambahan ketika orang lain merasa opsinya habis ketika bekerja bersama teman.,Ne,support,Ne:support,Ne-11,test,synthetic,synthetic-cognitive-v1,SYN05320,Ne-11,test
v2:SYN05425,aku belum menemukan cara terbaik menjelaskan hal ini saat menyelesaikan proyek. Tidak ada penjelasan lain.,unknown,unknown,unknown,unknown-04,train,synthetic,synthetic-cognitive-v2,SYN05425,unknown-09,train
v1:SYN06495,biasanya aku cenderung memperhatikan keadaan nyata saat ini lalu segera menyesuaikan tindakan saat kuliah.,Se,support,Se:support,Se-00,train,synthetic,synthetic-cognitive-v1,SYN06495,Se-00,train
v1:SYN02807,biasanya aku cenderung membantu meredakan konflik agar semua pihak dapat berdialog dalam kegiatan komunitas.,Fe,support,Fe:support,Fe-07,train,synthetic,synthetic-cognitive-v1,SYN02807,Fe-07,train
v1:SYN07030,saya cenderung memeriksa kondisi fisik sebenarnya daripada hanya membayangkannya ketika bekerja bersama teman.,Se,support,Se:support,Se-06,train,synthetic,synthetic-cognitive-v1,SYN07030,Se-06,train
v1:SYN03096,aku tidak terbiasa mempertemukan kepentingan orang yang berselisih tanpa mempermalukan mereka saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-10,test,synthetic,synthetic-cognitive-v1,SYN03096,Fe-10,test
v2:SYN12796,"dalam keseharian saya kadang melihat celah untuk melakukan sesuatu dengan cara yang berbeda dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-02,train,synthetic,synthetic-cognitive-v2,SYN12796,Ne-14,train
v1:SYN08795,pilihanku sangat bergantung pada situasi yang belum kuceritakan ketika mengerjakan tugas. Tidak ada konteks tambahan.,unknown,unknown,unknown,unknown-05,train,synthetic,synthetic-cognitive-v1,SYN08795,unknown-05,train
v2:SYN07133,aku cenderung memeriksa ketepatan konsep meski banyak orang sudah menyetujuinya saat kuliah.,Ti,support,Ti:support,Ti-09,validation,synthetic,synthetic-cognitive-v2,SYN07133,Ti-11,validation
v1:SYN01318,kalau ditanya aku tidak terbiasa mencari pertentangan antarargumen sebelum menyimpulkan sesuatu ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-02,train,synthetic,synthetic-cognitive-v1,SYN01318,Ti-02,train
v2:SYN09432,"dalam keseharian saya kadang mencari inti persoalan di balik permukaan yang terlihat rumit ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-08,validation,synthetic,synthetic-cognitive-v2,SYN09432,Ni-13,train
v2:SYN15274,biasanya aku cenderung memilih tindakan yang terasa jujur terhadap keyakinan sendiri dalam kegiatan komunitas.,Fi,support,Fi:support,Fi-06,train,synthetic,synthetic-cognitive-v2,SYN15274,Fi-06,train
v2:SYN03246,aku cenderung memikirkan dulu perasaan orang banyak sebelum memutuskan sesuatu bersama ketika berdiskusi dalam kelompok.,Fe,support,Fe:support,Fe-00,train,synthetic,synthetic-cognitive-v2,SYN03246,Fe-00,test
v1:SYN02253,aku cenderung menyesuaikan cara bicara agar orang lain merasa didengar saat kuliah.,Fe,support,Fe:support,Fe-01,train,synthetic,synthetic-cognitive-v1,SYN02253,Fe-01,train
v2:SYN15614,"kalau ditanya aku kadang senang terlibat langsung dalam aktivitas fisik yang nyata saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-09,validation,synthetic,synthetic-cognitive-v2,SYN15614,Se-14,train
v1:SYN02293,biasanya aku tidak terbiasa menyesuaikan cara bicara agar orang lain merasa didengar ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-01,train,synthetic,synthetic-cognitive-v1,SYN02293,Fe-01,train
v2:SYN08668,dalam keseharian saya tidak terbiasa mengatur langkah kerja berdasarkan hasil yang terukur dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-08,validation,synthetic,synthetic-cognitive-v2,SYN08668,Te-14,validation
v1:SYN06535,kalau ditanya aku tidak terbiasa memperhatikan keadaan nyata saat ini lalu segera menyesuaikan tindakan ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-00,train,synthetic,synthetic-cognitive-v1,SYN06535,Se-00,train
v2:SYN12845,biasanya aku cenderung mengembangkan beberapa skenario alternatif dari satu informasi kecil ketika berdiskusi dalam kelompok.,Ne,support,Ne:support,Ne-09,validation,synthetic,synthetic-cognitive-v2,SYN12845,Ne-05,train
v2:SYN02587,dalam keseharian saya tidak terbiasa cepat menyesuaikan diri dengan suasana yang berubah tiba tiba saat menyelesaikan proyek. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-08,validation,synthetic,synthetic-cognitive-v2,SYN02587,Se-15,train
v2:SYN15064,aku cenderung memastikan pilihan selaras dengan nilai pribadi yang diyakini ketika berdiskusi dalam kelompok.,Fi,support,Fi:support,Fi-00,train,synthetic,synthetic-cognitive-v2,SYN15064,Fi-00,train
v2:SYN15319,"dalam keseharian saya kadang membiarkan pilihan tetap terbuka demi menemukan ide tak terduga saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-07,train,synthetic,synthetic-cognitive-v2,SYN15319,Ne-08,train
v2:SYN00498,"dalam keseharian saya kadang memperhatikan keadaan sekitar lalu segera bertindak dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-00,train,synthetic,synthetic-cognitive-v2,SYN00498,Se-01,train
v1:SYN03553,biasanya aku tidak terbiasa menolak tindakan yang bertentangan dengan prinsip pribadiku ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-03,train,synthetic,synthetic-cognitive-v1,SYN03553,Fi-03,train
v2:SYN10104,"biasanya aku kadang mempertahankan batas pribadi karena sesuai dengan nurani saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-07,train,synthetic,synthetic-cognitive-v2,SYN10104,Fi-07,test
v2:SYN13893,saya tidak terbiasa menyaring pilihan hingga tersisa satu arah yang paling logis saat menyelesaikan proyek. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-06,train,synthetic,synthetic-cognitive-v2,SYN13893,Ni-00,train
v1:SYN04210,"saya kadang mengenali alasan batin yang membuat suatu keputusan terasa selaras ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-10,test,synthetic,synthetic-cognitive-v1,SYN04210,Fi-10,test
v2:SYN12298,biasanya aku cenderung memperhatikan konsistensi antara apa yang terjadi kini dan dulu saat kuliah.,Si,support,Si:support,Si-00,train,synthetic,synthetic-cognitive-v2,SYN12298,Si-14,train
v1:SYN07943,dalam keseharian saya cenderung mengingat urutan kejadian sebelumnya ketika menghadapi persoalan serupa dalam kegiatan komunitas.,Si,support,Si:support,Si-04,train,synthetic,synthetic-cognitive-v1,SYN07943,Si-04,train
v1:SYN07645,"kalau ditanya aku kadang membandingkan keadaan sekarang dengan pengalaman serupa yang kuingat ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-00,train,synthetic,synthetic-cognitive-v1,SYN07645,Si-00,train
v2:SYN06153,biasanya aku tidak terbiasa mencari struktur internal yang konsisten di balik suatu aturan dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-07,train,synthetic,synthetic-cognitive-v2,SYN06153,Ti-13,train
v1:SYN02103,aku tidak terbiasa meneliti hubungan antarbagian sampai mekanismenya terasa konsisten saat kuliah. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-11,test,synthetic,synthetic-cognitive-v1,SYN02103,Ti-11,test
v1:SYN08768,aku belum tahu alasan yang tepat untuk jawaban ini dalam kegiatan sehari hari. Begitu yang kurasakan.,unknown,unknown,unknown,unknown-04,train,synthetic,synthetic-cognitive-v1,SYN08768,unknown-04,train
v2:SYN15680,"aku kadang menyimpan detail pengalaman sebagai acuan untuk situasi berikutnya dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-10,test,synthetic,synthetic-cognitive-v2,SYN15680,Si-15,train
v1:SYN02468,saya tidak terbiasa memperhatikan suasana emosional supaya hubungan tetap terjaga dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-03,train,synthetic,synthetic-cognitive-v1,SYN02468,Fe-03,train
v1:SYN08142,saya tidak terbiasa mencocokkan detail hari ini dengan catatan dan ingatan sebelumnya saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-06,train,synthetic,synthetic-cognitive-v1,SYN08142,Si-06,train
v1:SYN04673,"dalam keseharian saya kadang menggabungkan gagasan dari bidang berbeda menjadi peluang baru dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-03,train,synthetic,synthetic-cognitive-v1,SYN04673,Ne-03,train
v1:SYN03355,kalau ditanya aku cenderung mendengarkan nurani meskipun keputusan itu tidak disukai orang lain ketika mengerjakan tugas.,Fi,support,Fi:support,Fi-01,train,synthetic,synthetic-cognitive-v1,SYN03355,Fi-01,train
v2:SYN00185,dalam keseharian saya cenderung tertarik mengeksplorasi ide baru walau belum ada rencana pasti dalam kegiatan sehari hari.,Ne,support,Ne:support,Ne-06,train,synthetic,synthetic-cognitive-v2,SYN00185,Ne-13,train
v2:SYN13133,biasanya aku tidak terbiasa memikirkan dulu perasaan orang banyak sebelum memutuskan sesuatu bersama dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-00,train,synthetic,synthetic-cognitive-v2,SYN13133,Fe-00,train
v2:SYN05198,aku tidak terbiasa mempertimbangkan arti pribadi dari suatu pilihan sebelum ikut arus kelompok dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-09,validation,synthetic,synthetic-cognitive-v2,SYN05198,Fi-10,test
v2:SYN09941,biasanya aku tidak terbiasa memakai indikator keberhasilan untuk mengevaluasi proses kerja ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-05,train,synthetic,synthetic-cognitive-v2,SYN09941,Te-05,train
v1:SYN08107,saya cenderung mencocokkan detail hari ini dengan catatan dan ingatan sebelumnya ketika mengerjakan tugas.,Si,support,Si:support,Si-06,train,synthetic,synthetic-cognitive-v1,SYN08107,Si-06,train
v2:SYN15832,dalam keseharian saya tidak terbiasa menjaga rutinitas yang sudah terasa nyaman dan familiar ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-07,train,synthetic,synthetic-cognitive-v2,SYN15832,Si-06,train
v2:SYN08436,biasanya aku cenderung menguji contoh pengecualian untuk mencari celah suatu penjelasan saat menyelesaikan proyek.,Ti,support,Ti:support,Ti-10,test,synthetic,synthetic-cognitive-v2,SYN08436,Ti-06,train
v2:SYN09523,aku tidak terbiasa memikirkan dulu perasaan orang banyak sebelum memutuskan sesuatu bersama dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-00,train,synthetic,synthetic-cognitive-v2,SYN09523,Fe-00,train
v2:SYN14427,"dalam keseharian saya kadang menguji contoh pengecualian untuk mencari celah suatu penjelasan saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-10,test,synthetic,synthetic-cognitive-v2,SYN14427,Ti-06,train
v1:SYN03491,"saya kadang memeriksa apa yang sungguh penting bagiku sebelum berkomitmen dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-02,train,synthetic,synthetic-cognitive-v1,SYN03491,Fi-02,train
v1:SYN02737,saya tidak terbiasa menyampaikan kritik dengan mempertimbangkan perasaan penerimanya ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-06,train,synthetic,synthetic-cognitive-v1,SYN02737,Fe-06,train
v2:SYN12068,saya cenderung melompat dari satu ide ke ide lain saat berdiskusi ketika mengerjakan tugas.,Ne,support,Ne:support,Ne-05,train,synthetic,synthetic-cognitive-v2,SYN12068,Ne-00,validation
v1:SYN04932,"saya kadang mencoba sudut pandang baru walaupun gagasannya belum praktis saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-06,train,synthetic,synthetic-cognitive-v1,SYN04932,Ne-06,train
v1:SYN07270,"saya kadang mengubah langkah dengan cepat ketika keadaan di depan mata berubah ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-08,validation,synthetic,synthetic-cognitive-v1,SYN07270,Se-08,validation
v1:SYN08403,aku tidak terbiasa memakai pembelajaran dari pengalaman terdahulu agar kesalahan tidak berulang saat kuliah. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-09,validation,synthetic,synthetic-cognitive-v1,SYN08403,Si-09,validation
v1:SYN04430,dalam keseharian saya cenderung mencari berbagai alternatif sebelum memilih satu pendekatan dalam kegiatan sehari hari.,Ne,support,Ne:support,Ne-01,train,synthetic,synthetic-cognitive-v1,SYN04430,Ne-01,train
v1:SYN01818,biasanya aku cenderung mempertanyakan aturan yang alasan logisnya belum kupahami saat menghadapi persoalan baru.,Ti,support,Ti:support,Ti-08,validation,synthetic,synthetic-cognitive-v1,SYN01818,Ti-08,validation
v2:SYN07118,"kalau ditanya aku kadang mempertemukan kepentingan yang berselisih tanpa mempermalukan siapa pun ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-10,test,synthetic,synthetic-cognitive-v2,SYN07118,Fe-10,test
v1:SYN03732,saya tidak terbiasa merenungkan perasaanku sendiri untuk memahami nilai yang terluka saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-05,train,synthetic,synthetic-cognitive-v1,SYN03732,Fi-05,train
v2:SYN09355,"kalau ditanya aku kadang menolak berkompromi pada hal yang menyentuh prinsip inti ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-03,train,synthetic,synthetic-cognitive-v2,SYN09355,Fi-13,train
v1:SYN02870,"dalam keseharian saya kadang membantu meredakan konflik agar semua pihak dapat berdialog dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-07,train,synthetic,synthetic-cognitive-v1,SYN02870,Fe-07,train
v1:SYN08282,aku cenderung menyadari perbedaan kecil karena masih ingat keadaan yang sebelumnya dalam kegiatan sehari hari.,Si,support,Si:support,Si-08,validation,synthetic,synthetic-cognitive-v1,SYN08282,Si-08,validation
